realtime_start,date,value
2018-07-27 00:00:00,1950-04-01 00:00:00,2251.507
2021-07-29 00:00:00,1950-04-01 00:00:00,2253.045
2023-09-28 00:00:00,1950-04-01 00:00:00,2417.682
1992-12-22 00:00:00,1950-07-01 00:00:00,1445.2
1997-05-07 00:00:00,1950-07-01 00:00:00,1644.1
2000-04-27 00:00:00,1950-07-01 00:00:00,1723.0
2003-12-10 00:00:00,1950-07-01 00:00:00,1815.8
2009-07-31 00:00:00,1950-07-01 00:00:00,2050.1
2011-07-29 00:00:00,1950-07-01 00:00:00,2048.4
2013-07-31 00:00:00,1950-07-01 00:00:00,2228.2
2014-07-30 00:00:00,1950-07-01 00:00:00,2230.4
2017-10-27 00:00:00,1950-07-01 00:00:00,2230.362
2018-07-27 00:00:00,1950-07-01 00:00:00,2338.514
2021-07-29 00:00:00,1950-07-01 00:00:00,2340.112
2023-09-28 00:00:00,1950-07-01 00:00:00,2511.127
1992-12-22 00:00:00,1950-10-01 00:00:00,1484.5
1997-05-07 00:00:00,1950-10-01 00:00:00,1678.6
2000-04-27 00:00:00,1950-10-01 00:00:00,1753.9
2003-12-10 00:00:00,1950-10-01 00:00:00,1848.9
2009-07-31 00:00:00,1950-10-01 00:00:00,2086.2
2011-07-29 00:00:00,1950-10-01 00:00:00,2084.4
2013-07-31 00:00:00,1950-10-01 00:00:00,2271.2
2014-07-30 00:00:00,1950-10-01 00:00:00,2273.4
2017-10-27 00:00:00,1950-10-01 00:00:00,2273.435
2018-07-27 00:00:00,1950-10-01 00:00:00,2383.291
2021-07-29 00:00:00,1950-10-01 00:00:00,2384.92
2023-09-28 00:00:00,1950-10-01 00:00:00,2559.214
1992-12-22 00:00:00,1951-01-01 00:00:00,1504.1
1997-05-07 00:00:00,1951-01-01 00:00:00,1693.1
2000-04-27 00:00:00,1951-01-01 00:00:00,1773.5
2003-12-10 00:00:00,1951-01-01 00:00:00,1871.3
2009-07-31 00:00:00,1951-01-01 00:00:00,2112.5
2011-07-29 00:00:00,1951-01-01 00:00:00,2110.7
2013-07-31 00:00:00,1951-01-01 00:00:00,2302.3
2014-07-30 00:00:00,1951-01-01 00:00:00,2304.5
2017-10-27 00:00:00,1951-01-01 00:00:00,2304.542
2018-07-27 00:00:00,1951-01-01 00:00:00,2415.66
2021-07-29 00:00:00,1951-01-01 00:00:00,2417.311
2023-09-28 00:00:00,1951-01-01 00:00:00,2593.967
1992-12-22 00:00:00,1951-04-01 00:00:00,1548.3
1997-05-07 00:00:00,1951-04-01 00:00:00,1724.0
